name,NE_name,r,x,b,length,Comment,geometry,bus0,bus1,EIC_Code,TSO,CORE-TSO_bus0,CORE-TSO_bus1,v_nom,Maximum Current Imax (A) Period 1,Maximum Current Imax (A) Period 2,Maximum Current Imax (A) Period 3,Maximum Current Imax (A) Period 4,Maximum Current Imax (A) Period 5,Maximum Current Imax (A) Period 6,Maximum Current Imax (A) Fixed,Dynamic line rating (DLR) DLRmin(A),Dynamic line rating (DLR) DLRmax(A),s_nom,tie_line
24,Vieselbach - Wolkramshausen 368,2.5437,19.586,0.00024567254551072183,65.756,,"LINESTRING (11.123246229477049 50.99837544912323, 10.73466945062908 51.44018679097668)",143882655T,157164284,11TD8L368------J,50HERTZ,Vieselbach,Wolkramshausen,220,1600.0,,,,,,,,,352.0,False
25,Vieselbach - Remptendorf - Großschwabhausen 415,3.004,19.631,0.00033809820137933357,77.547,,"LINESTRING (11.123246229477049 50.99837544912323, 11.6460436675051 50.53432660015694)",143882655,128277645,11TD8L415------4,50HERTZ,Vieselbach,Remptendorf - Großschwabhausen,400,2720.0,,,,,,,,,1088.0,False
26,Vieselbach - Remptendorf 416,3.0161,19.711,0.0003395433339999848,77.547,,"LINESTRING (11.123246229477049 50.99837544912323, 11.6460436675051 50.53432660015694)",143882655,128277645,11TD8L416------X,50HERTZ,Vieselbach,Remptendorf,400,2720.0,,,,,,,,,1088.0,False
27,Krümmel - Görries 419,2.2112,22.407,0.0003890862501470959,87.47,,"LINESTRING (10.416762576558275 53.41165486783699, 11.370623032752327 53.600704093628416)",1089911132,30040568,11TD8L419------9,50HERTZ,Krümmel,Görries,400,2700.0,,,,,,,,,1080.0,False
28,Krümmel - Wessin 420,2.9614,28.516,0.0004957119048099335,111.421,,"LINESTRING (10.416762576558275 53.41165486783699, 11.698819876150614 53.57199721184057)",1089911132,234171369,11TD8L420------Z,50HERTZ,Krümmel,Wessin,400,2700.0,,,,,,,,,1080.0,False
29,Görries - Güstrow 423,2.2401,18.244,0.0003119915664280024,71.582,,"LINESTRING (11.370623032752327 53.600704093628416, 12.187783572738446 53.81650473574688)",30040568,32062544,11TD8L423------B,50HERTZ,Görries,Güstrow,400,2720.0,,,,,,,,,1088.0,False
30,Wessin - Güstrow 424,1.4741,12.006,0.0002052402480590212,47.103,,"LINESTRING (11.698819876150614 53.57199721184057, 12.187783572738446 53.81650473574688)",234171369,32062544,11TD8L424------3,50HERTZ,Wessin,Güstrow,400,2720.0,,,,,,,,,1088.0,False
31,Wolmirstedt - Förderstedt 437,1.3442,12.79,0.000209554,48.545,,"LINESTRING (11.639147591424328 52.26896991806889, 11.64404738157066 51.9082735556352)",26472665,943939310,11TD8L437------7,50HERTZ,Wolmirstedt,Förderstedt,400,2520.0,,,,,,,,,1008.0,False
32,Wolmirstedt - Förderstedt 438,1.3442,12.79,0.000209576,48.545,,"LINESTRING (11.639147591424328 52.26896991806889, 11.64404738157066 51.9082735556352)",26472665,943939310,11TD8L438-----0Y,50HERTZ,Wolmirstedt,Förderstedt,400,2520.0,,,,,,,,,1008.0,False
33,Eisenach - Vieselbach 454,1.891,18.946,0.0003065251952107561,72.285,,"LINESTRING (10.386350947947497 51.00214825938562, 11.123246229477049 50.99837544912323)",948341123,143882655,11TD8L454------D,50HERTZ,Eisenach,Vieselbach,400,2520.0,,,,,,,,,1008.0,False
34,Altenfeld - Remptendorf 463,1.4945813170600348,13.537748213299547,0.00020853892034529046,50.254,,"LINESTRING (10.99145247430845 50.57344666551207, 11.6460436675051 50.53432660015694)",149256409,128277645,11TD8L463------C,50HERTZ,Altenfeld,Remptendorf,400,2370.0,,,,,,,,,948.0,False
35,Altenfeld - Remptendorf 464,1.4945813170600348,13.537748213299547,0.00020853892034529046,50.254,,"LINESTRING (10.99145247430845 50.57344666551207, 11.6460436675051 50.53432660015694)",149256409,128277645,11TD8L464------4,50HERTZ,Altenfeld,Remptendorf,400,2370.0,,,,,,,,,948.0,False
36,Vieselbach - Altenfeld 467,1.1669,14.503,0.00026766369408585033,56.081,,"LINESTRING (11.123246229477049 50.99837544912323, 10.99145247430845 50.57344666551207)",143882655,149256409,11TD8L467------H,50HERTZ,Vieselbach,Altenfeld,400,3600.0,,,,,,,,,1440.0,False
37,Vieselbach - Altenfeld 468,1.1669,14.503,0.00026766369408585033,56.081,,"LINESTRING (11.123246229477049 50.99837544912323, 10.99145247430845 50.57344666551207)",143882655,149256409,11TD8L468------9,50HERTZ,Vieselbach,Altenfeld,400,3600.0,,,,,,,,,1440.0,False
38,Lauchstädt - Vieselbach 471,1.4276,19.656,0.000358456,78.069,,"LINESTRING (11.894609645338496 51.406527816640406, 11.123246229477049 50.99837544912323)",29713902,143882655,11TD8L471------J,50HERTZ,Lauchstädt,Vieselbach,400,3600.0,,,,,,,,,1440.0,False
39,Lauchstädt - Vieselbach 472,1.4276,19.656,0.00036159699999999996,78.069,,"LINESTRING (11.894609645338496 51.406527816640406, 11.123246229477049 50.99837544912323)",29713902,143882655,11TD8L472------B,50HERTZ,Lauchstädt,Vieselbach,400,3600.0,,,,,,,,,1440.0,False
40,Lubmin - Altentreptow/Nord 475,1.4206,13.747,0.00021956591055939063,52.115,,"LINESTRING (13.685367373727471 54.13880850286776, 13.31877084718121 53.73662143523829)",460134233,515358077,11TD8L475------O,50HERTZ,Lubmin,Altentreptow/Nord,400,2520.0,,,,,,,,,1008.0,False
41,Lubmin - Altentreptow/Süd 476,1.622,17.826,0.00029028316119169694,68.8,,"LINESTRING (13.685367373727471 54.13880850286776, 13.174668468897496 53.62359937452189)",460134233,947118608,11T0-0000-0007-7,50HERTZ,Lubmin,Altentreptow/Süd,400,2520.0,,,,,,,,,1008.0,False
42,Altentreptow/Nord - Altentreptow/Süd 477,0.395,4.342,7.078008248537805e-05,16.767,,"LINESTRING (13.31877084718121 53.73662143523829, 13.174668468897496 53.62359937452189)",515358077,947118608,11T0-0000-0008-4,50HERTZ,Altentreptow/Nord,Altentreptow/Süd,400,2520.0,,,,,,,,,1008.0,False
43,Altentreptow/Süd - Gransee 479,1.814,19.938,0.00032524908742615134,77.008,,"LINESTRING (13.174668468897496 53.62359937452189, 13.26352037173953 52.99408435930039)",947118608,518455594,11TD8L479------T,50HERTZ,Altentreptow/Süd,Gransee,400,2520.0,,,,,,,,,1008.0,False
44,Stendal/West - Wolmirstedt 487,0.584579736817909,9.291628841667208,0.00017247343668207966,37.245,,"LINESTRING (11.727508020040194 52.56864177424885, 11.639147591424328 52.26896991806889)",33169401,26472665,,50HERTZ,Stendal/West,Wolmirstedt,400,3600.0,,,,,,,,,1440.0,False
45,Stendal/West - Wolmirstedt 488,0.584579736817909,9.291628841667208,0.00017247343668207966,37.245,,"LINESTRING (11.727508020040194 52.56864177424885, 11.639147591424328 52.26896991806889)",33169401,26472665,11T0-0000-0980-P,50HERTZ,Stendal/West,Wolmirstedt,400,3600.0,,,,,,,,,1440.0,False
46,Stendal/West - Wolmirstedt 489,1.1824,9.63,0.00016081812793726152,37.245,,"LINESTRING (11.727508020040194 52.56864177424885, 11.639147591424328 52.26896991806889)",33169401,26472665,11TD8L489------K,50HERTZ,Stendal/West,Wolmirstedt,400,2520.0,,,,,,,,,1008.0,False
47,Stendal/West - Wolmirstedt 490,1.1824,9.63,0.00016081812793726152,37.245,,"LINESTRING (11.727508020040194 52.56864177424885, 11.639147591424328 52.26896991806889)",33169401,26472665,11TD8L490------9,50HERTZ,Stendal/West,Wolmirstedt,400,2520.0,,,,,,,,,1008.0,False
48,Wolmirstedt - Teufelsbruch 493,3.6651,33.198,0.0005186769471076749,124.397,,"LINESTRING (11.639147591424328 52.26896991806889, 13.21153710156179 52.58065166569597)",26472665,30132758,11TD8L493------M,50HERTZ,Wolmirstedt,Teufelsbruch,400,2400.0,,,,,,,,,960.0,False
49,Wolmirstedt - Wustermark 494,3.1838,27.944,0.00043441943213839664,104.103,,"LINESTRING (11.639147591424328 52.26896991806889, 12.942934968142938 52.56249764066212)",26472665,27149550,11TD8L494------E,50HERTZ,Wolmirstedt,Wustermark,400,2500.0,,,,,,,,,1000.0,False
50,Neuenhagen - Marzahn 495,0.7606,4.3135,7.194247176720627e-05,16.937,,"LINESTRING (13.710163845494778 52.539128262482336, 13.524113150563432 52.5357936785092)",137197826,22973070,11TD8L495------6,50HERTZ,Neuenhagen,Marzahn,400,2280.0,,,,,,,,,912.0,False
51,Neuenhagen - Marzahn 496,0.7606,4.3135,7.194247176720627e-05,16.937,,"LINESTRING (13.710163845494778 52.539128262482336, 13.524113150563432 52.5357936785092)",137197826,22973070,11TD8L496------Z,50HERTZ,Neuenhagen,Marzahn,400,2400.0,,,,,,,,,960.0,False
52,Wustermark - Teufelsbruch 498,0.7176,7.7358,0.00012981060844633027,29.597,,"LINESTRING (12.942934968142938 52.56249764066212, 13.21153710156179 52.58065166569597)",27149550,30132758,11TD8L498------J,50HERTZ,Wustermark,Teufelsbruch,400,2400.0,,,,,,,,,960.0,False
53,Jessen/Nord - Lauchstädt 499,3.33876,25.41866,0.0004645787216128586,102.157,,"LINESTRING (13.058542254426865 51.799982190821154, 11.894609645338496 51.406527816640406)",398680313,29713902,11TD8L499------B,50HERTZ,Jessen/Nord,Lauchstädt,400,2040.0,,,,,,,,,816.0,False
54,Jessen/Nord - Marke 500,3.45078,26.8854,0.0004905911087845821,107.37,,"LINESTRING (13.058542254426865 51.799982190821154, 12.261620171338835 51.740891643026)",398680313,946025110,11TD8L500------6,50HERTZ,Jessen/Nord,Marke,400,2040.0,,,,,,,,,816.0,False
55,Ragow - Schönewalde 501,1.6984998181150481,13.442114075662966,0.000246772,54.003,,"LINESTRING (13.901313172956398 51.87594786466806, 13.157894179471938 51.82827155601003)",940922557,28729619,11T0-0000-0040-C,50HERTZ,Ragow,Schönewalde,400,2040.0,,,,,,,,,816.0,False
56,Ragow - Jessen/Nord 502,1.945,15.45,0.00029027999999999997,61.782,,"LINESTRING (13.901313172956398 51.87594786466806, 13.058542254426865 51.799982190821154)",940922557,398680313,11TD8L502-----1N,50HERTZ,Ragow,Jessen/Nord,400,2040.0,,,,,,,,,816.0,False
57,Schönewalde - Jessen/Nord 503,0.25355,2.06146,3.628539514896212e-05,7.953,,"LINESTRING (13.157894179471938 51.82827155601003, 13.058542254426865 51.799982190821154)",28729619,398680313,11TD8L503-----1F,50HERTZ,Schönewalde,Jessen/Nord,400,2040.0,,,,,,,,,816.0,False
58,Marke - Lauchstädt 504,2.104,12.729,0.00023015307780198827,50.873,,"LINESTRING (12.261620171338835 51.740891643026, 11.894609645338496 51.406527816640406)",946025110,29713902,11TD8L504------B,50HERTZ,Marke,Lauchstädt,400,2040.0,,,,,,,,,816.0,False
59,Lubmin - Siedenbrünzow 509,1.5903,14.442,0.0002431278554613141,56.205,,"LINESTRING (13.685367373727471 54.13880850286776, 13.143224660712592 53.9077975741962)",460134233,941453716,11TD8L509------8,50HERTZ,Lubmin,Siedenbrünzow,400,2520.0,,,,,,,,,1008.0,False
60,Lubmin - Siedenbrünzow 510,1.5903,14.442,0.0002431278554613141,56.205,,"LINESTRING (13.685367373727471 54.13880850286776, 13.143224660712592 53.9077975741962)",460134233,941453716,11TD8L510------Y,50HERTZ,Lubmin,Siedenbrünzow,400,2520.0,,,,,,,,,1008.0,False
61,Siedenbrünzow - Güstrow 512,3.3653,25.045,0.00038691855121611896,93.611,,"LINESTRING (13.143224660712592 53.9077975741962, 12.187783572738446 53.81650473574688)",941453716,32062544,11TD8L512------I,50HERTZ,Siedenbrünzow,Güstrow,400,2500.0,,,,,,,,,1000.0,False
62,Siedenbrünzow - Putlitz/Süd 513,2.589,28.065,0.0004645787216128586,109.1,,"LINESTRING (13.143224660712592 53.9077975741962, 12.109095205063763 53.25082285901248)",941453716,851299584,11TD8L513------A,50HERTZ,Siedenbrünzow,Putlitz/Süd,400,2500.0,,,,,,,,,1000.0,False
63,Güstrow - Putlitz/Süd 514,2.882,26.429,0.00042223,100.3,,"LINESTRING (12.187783572738446 53.81650473574688, 12.109095205063763 53.25082285901248)",32062544,851299584,11TD8L514-----1Z,50HERTZ,Güstrow,Putlitz/Süd,400,2520.0,,,,,,,,,1008.0,False
64,Perleberg - Stendal/West 516,2.4508,19.375,0.00032477784852811284,75.543,,"LINESTRING (11.852430967430458 53.086860875068965, 11.727508020040194 52.56864177424885)",59707532,33169401,11TD8L516------N,50HERTZ,Perleberg,Stendal/West,400,2520.0,,,,,,,,,1008.0,False
65,Gransee - Neuenhagen 517,1.659,18.225,0.00029640926686619703,70.32,,"LINESTRING (13.26352037173953 52.99408435930039, 13.710163845494778 52.539128262482336)",518455594,137197826,11TD8L517-----1B,50HERTZ,Gransee,Neuenhagen,400,2040.0,,,,,,,,,816.0,False
66,Altentreptow/Süd - Malchow 518,3.09,33.95,0.0005532344662971627,131.262,,"LINESTRING (13.174668468897496 53.62359937452189, 13.495562984152052 52.58992665987579)",947118608,940636813,11T0-0000-0010-O,50HERTZ,Altentreptow/Süd,Malchow,400,2040.0,,,,,,,,,816.0,False
67,Neuenhagen - Malchow 520,0.5655,6.2143,0.00010112786751905546,23.992,,"LINESTRING (13.710163845494778 52.539128262482336, 13.495562984152052 52.58992665987579)",137197826,940636813,11TD8L520------P,50HERTZ,Neuenhagen,Malchow,400,2040.0,,,,,,,,,816.0,False
68,Wustermark - Ragow 521-525,4.0033,32.625,0.0005854357909964579,130.739,,"LINESTRING (12.942934968142938 52.56249764066212, 13.901313172956398 51.87594786466806)",27149550,940922557,11TD8L521-525--G,50HERTZ,Wustermark,Ragow,400,2504.0,,,,,,,,,1001.6,False
69,Thyrow - Ragow 522,1.9479,15.382,0.0002779681179896249,61.804,,"LINESTRING (13.30634069585986 52.23082066092722, 13.901313172956398 51.87594786466806)",29331499,940922557,11TD8L522------9,50HERTZ,Thyrow,Ragow,400,2504.0,,,,,,,,,1001.6,False
70,Wustermark - Thyrow 526,2.0631,17.306,0.00031252563717911266,69.44,,"LINESTRING (12.942934968142938 52.56249764066212, 13.30634069585986 52.23082066092722)",27149550T,29331499T,11TD8L526------E,50HERTZ,Wustermark,Thyrow,220,1290.0,,,,,,,,,283.8,False
71,Förderstedt - Ragow 531,4.9858,46.695,0.0007656061296798325,179.426,,"LINESTRING (11.64404738157066 51.9082735556352, 13.901313172956398 51.87594786466806)",943939310,940922557,11TD8L531------8,50HERTZ,Förderstedt,Ragow,400,2520.0,,,,,,,,,1008.0,False
72,Förderstedt - Jessen/Nord 533,3.2516,30.4911,0.0005270964154192954,117.5,,"LINESTRING (11.64404738157066 51.9082735556352, 13.058542254426865 51.799982190821154)",943939310,398680313,11T0-0000-0042-6,50HERTZ,Förderstedt,Jessen/Nord,400,2520.0,,,,,,,,,1008.0,False
73,Lauchstädt - Wolmirstedt 535,5.4291,40.6894,0.0006766990575832415,155.36,,"LINESTRING (11.894609645338496 51.406527816640406, 11.639147591424328 52.26896991806889)",29713902,26472665,11TD8L535------D,50HERTZ,Lauchstädt,Wolmirstedt,400,2520.0,,,,,,,,,1008.0,False
74,Wolmirstedt - Klostermansfeld 536,3.8793,30.282,0.0005040057094154105,117.188,,"LINESTRING (11.639147591424328 52.26896991806889, 11.51632471760772 51.58398536185265)",26472665,32690742,11TD8L536------5,50HERTZ,Wolmirstedt,Klostermansfeld,400,2520.0,,,,,,,,,1008.0,False
75,Klostermansfeld - Lauchstädt 538,1.3812,10.0828,0.00016961458736731297,38.769,,"LINESTRING (11.51632471760772 51.58398536185265, 11.894609645338496 51.406527816640406)",32690742,29713902,11TD8L538------Q,50HERTZ,Klostermansfeld,Lauchstädt,400,2500.0,,,,,,,,,1000.0,False
76,Ragow - Preilack 539,1.3485,10.826,0.00019157432001590559,43.164,,"LINESTRING (13.901313172956398 51.87594786466806, 14.428223938673938 51.88887761666471)",940922557,941198517,11TD8L539------I,50HERTZ,Ragow,Preilack,400,2280.0,,,,,,,,,912.0,False
77,Ragow - Preilack 540,1.3485,10.826,0.00019157432001590559,43.164,,"LINESTRING (13.901313172956398 51.87594786466806, 14.428223938673938 51.88887761666471)",940922557,941198517,11TD8L540------7,50HERTZ,Ragow,Preilack,400,2280.0,,,,,,,,,912.0,False
78,Graustein - Preilack 541,2.0053,15.874,0.0002691402426330376,62.459,,"LINESTRING (14.472073973915816 51.553897996650406, 14.428223938673938 51.88887761666471)",30164703,941198517,11TD8L541-----0Y,50HERTZ,Graustein,Preilack,400,2000.0,,,,,,,,,800.0,False
79,Graustein - Preilack 542,2.0053,15.874,0.0002691402426330376,62.459,,"LINESTRING (14.472073973915816 51.553897996650406, 14.428223938673938 51.88887761666471)",30164703,941198517,11TD8L542------S,50HERTZ,Graustein,Preilack,400,2000.0,,,,,,,,,800.0,False
80,Bentwisch - Güstrow 543,0.9146,9.0037,0.00015733096009177685,35.561,,"LINESTRING (12.213541114842796 54.111982000414535, 12.187783572738446 53.81650473574688)",32318130,32062544,11TD8L543------K,50HERTZ,Bentwisch,Güstrow,400,2720.0,,,,,,,,,1088.0,False
81,Bentwisch - Güstrow 544,0.9146,9.0037,0.00015733096009177685,35.561,,"LINESTRING (12.213541114842796 54.111982000414535, 12.187783572738446 53.81650473574688)",32318130,32062544,11TD8L544------C,50HERTZ,Bentwisch,Güstrow,400,2720.0,,,,,,,,,1088.0,False
82,Eisenhüttenstadt (Abzweig) - Eisenhüttenstadt 547-2,0.502,1.818,3.46203510425595e-05,7.526,,"LINESTRING (14.5112165 52.1616153, 14.604063704993752 52.17483381828569)",1691982892,52983550,11TD8L547------P,50HERTZ,Eisenhüttenstadt (Abzweig),Eisenhüttenstadt,400,1200.0,,,,,,,,,480.0,False
83,Eisenhüttenstadt (Abzweig) - Preilack 547-1,1.422,9.63,0.00017087122442874887,38.476,,"LINESTRING (14.5112165 52.1616153, 14.428223938673938 51.88887761666471)",1691982892,941198517,11TD8L547------P,50HERTZ,Eisenhüttenstadt (Abzweig),Preilack,400,2280.0,,,,,,,,,912.0,False
84,Neuenhagen - Heinersdorf (Abzweig) 547-3,1.543,10.452,0.00018510263914951058,41.722,,"LINESTRING (13.710163845494778 52.539128262482336, 14.1357167 52.4417992)",137197826,1731698972,11TD8L547------P,50HERTZ,Neuenhagen,Heinersdorf (Abzweig),400,2504.0,,,,,,,,,1001.6,False
85,Eisenhüttenstadt (Abzweig) - Heinersdorf (Abzweig) 547-4,1.674,11.334,0.0002007477705643878,45.247,,"LINESTRING (14.5112165 52.1616153, 14.1357167 52.4417992)",1691982892,1731698972,11TD8L547------P,50HERTZ,Eisenhüttenstadt (Abzweig),Heinersdorf (Abzweig),400,2504.0,,,,,,,,,1001.6,False
86,Eisenhüttenstadt (Abzweig) - Eisenhüttenstadt 548-2,0.502,1.818,3.462035104255953e-05,7.526,,"LINESTRING (14.5112165 52.1616153, 14.604063704993752 52.17483381828569)",1691982892,52983550,11T0000000000023,50HERTZ,Eisenhüttenstadt (Abzweig),Eisenhüttenstadt,400,1200.0,,,,,,,,,480.0,False
87,Eisenhüttenstadt (Abzweig) - Preilack 548-1,1.422,9.63,0.00017087122442874887,38.476,,"LINESTRING (14.5112165 52.1616153, 14.428223938673938 51.88887761666471)",1691982892,941198517,11T0000000000023,50HERTZ,Eisenhüttenstadt (Abzweig),Preilack,400,2280.0,,,,,,,,,912.0,False
88,Heinersdorf - Heinersdorf (Abzweig) 548-3,0.005,0.031,5.340707511102648e-07,0.123,,"LINESTRING (14.133284965431928 52.442792420196994, 14.1357167 52.4417992)",414169327,1731698972,11T0000000000023,50HERTZ,Heinersdorf,Heinersdorf (Abzweig),400,2720.0,,,,,,,,,1088.0,False
89,Eisenhüttenstadt (Abzweig) - Heinersdorf (Abzweig) 548-4,1.674,11.334,0.0002007477705643878,45.247,,"LINESTRING (14.5112165 52.1616153, 14.1357167 52.4417992)",1691982892,1731698972,11T0000000000023,50HERTZ,Eisenhüttenstadt (Abzweig),Heinersdorf (Abzweig),400,2504.0,,,,,,,,,1001.6,False
90,Bärwalde - Schmölln 551,0.7441,11.506,0.00021896900795520858,45.911,,"LINESTRING (14.508109320589512 51.4137009365031, 14.219177398334578 51.12109372719189)",157806991,941805476,11TD8L551------R,50HERTZ,Bärwalde,Schmölln,400,3150.0,,,,,,,,,1260.0,False
91,Bärwalde - Schmölln 552,0.7441,11.506,0.00021896900795520858,45.911,,"LINESTRING (14.508109320589512 51.4137009365031, 14.219177398334578 51.12109372719189)",157806991,941805476,11TD8L552------J,50HERTZ,Bärwalde,Schmölln,400,3150.0,,,,,,,,,1260.0,False
92,Hagenwerder - Schmölln 553,1.6516,14.496,0.0002523013060097963,56.656,,"LINESTRING (14.94648201031002 51.06257706569987, 14.219177398334578 51.12109372719189)",59026005,941805476,11TD8L553------B,50HERTZ,Hagenwerder,Schmölln,400,2500.0,,,,,,,,,1000.0,False
93,Hagenwerder - Schmölln 554,1.6516,14.496,0.0002523013060097963,56.656,,"LINESTRING (14.94648201031002 51.06257706569987, 14.219177398334578 51.12109372719189)",59026005,941805476,11TD8L554------3,50HERTZ,Hagenwerder,Schmölln,400,2500.0,,,,,,,,,1000.0,False
94,Schmölln - Dresden/Süd 555,1.0031,9.3866,0.0001630486587213103,36.548,,"LINESTRING (14.219177398334578 51.12109372719189, 13.842318804824476 50.989494850485386)",941805476,942771541,11TD8L555------W,50HERTZ,Schmölln,Dresden/Süd,400,2500.0,,,,,,,,,1000.0,False
95,Schmölln - Dresden/Süd 556,1.0031,9.3866,0.0001630486587213103,36.548,,"LINESTRING (14.219177398334578 51.12109372719189, 13.842318804824476 50.989494850485386)",941805476,942771541,11TD8L556------O,50HERTZ,Schmölln,Dresden/Süd,400,2500.0,,,,,,,,,1000.0,False
96,Bärwalde - Streumen 557,2.5843,24.182,0.0004043543904435423,93.783,,"LINESTRING (14.508109320589512 51.4137009365031, 13.383335268140216 51.35560632374584)",157806991,157328339,11TD8L557------G,50HERTZ,Bärwalde,Streumen,400,2520.0,,,,,,,,,1008.0,False
97,Bärwalde - Streumen 558,2.5843,24.182,0.0004043543904435423,93.783,,"LINESTRING (14.508109320589512 51.4137009365031, 13.383335268140216 51.35560632374584)",157806991,157328339,11TD8L558------8,50HERTZ,Bärwalde,Streumen,400,2520.0,,,,,,,,,1008.0,False
98,Preilack - Streumen 559,3.0048,32.391,0.0005117968591963132,121.222,,"LINESTRING (14.428223938673938 51.88887761666471, 13.383335268140216 51.35560632374584)",941198517,157328339,11TD8L559------0,50HERTZ,Preilack,Streumen,400,2040.0,,,,,,,,,816.0,False
99,Preilack - Streumen 560,3.0048,32.391,0.000537904,121.222,,"LINESTRING (14.428223938673938 51.88887761666471, 13.383335268140216 51.35560632374584)",941198517,157328339,11TD8L560------Q,50HERTZ,Preilack,Streumen,400,2040.0,,,,,,,,,816.0,False
100,Ragow - Streumen 561,2.9365,22.6101,0.0003850021796974292,88.719,,"LINESTRING (13.901313172956398 51.87594786466806, 13.383335268140216 51.35560632374584)",940922557,157328339,11T0-0000-0043-3,50HERTZ,Ragow,Streumen,400,2040.0,,,,,,,,,816.0,False
101,Ragow - Streumen 562,2.9365,22.6101,0.0003850021796974292,88.719,,"LINESTRING (13.901313172956398 51.87594786466806, 13.383335268140216 51.35560632374584)",940922557,157328339,11TD8L562------A,50HERTZ,Ragow,Streumen,400,2040.0,,,,,,,,,816.0,False
102,Graustein - Bärwalde 565,0.6666,5.5904,9.641547853867076e-05,21.801,,"LINESTRING (14.472073973915816 51.553897996650406, 14.508109320589512 51.4137009365031)",30164703,157806991,11TD8L565------N,50HERTZ,Graustein,Bärwalde,400,2520.0,,,,,,,,,1008.0,False
103,Graustein - Bärwalde 566,0.6666,5.5904,9.641547853867076e-05,21.801,,"LINESTRING (14.472073973915816 51.553897996650406, 14.508109320589512 51.4137009365031)",30164703,157806991,11TD8L566------F,50HERTZ,Graustein,Bärwalde,400,2520.0,,,,,,,,,1008.0,False
104,Streumen - Röhrsdorf 571,2.6478,19.844,0.00038578757786082664,82.808,,"LINESTRING (13.383335268140216 51.35560632374584, 12.815082479900903 50.85868947954853)",157328339,23117075,11TD8L571------9,50HERTZ,Streumen,Röhrsdorf,400,2504.0,,,,,,,,,1001.6,False
105,Streumen - Röhrsdorf 572,2.6478,19.844,0.00038578757786082664,82.808,,"LINESTRING (13.383335268140216 51.35560632374584, 12.815082479900903 50.85868947954853)",157328339,23117075,11TD8L572------1,50HERTZ,Streumen,Röhrsdorf,400,2504.0,,,,,,,,,1001.6,False
106,Röhrsdorf - Weida 573,2.5835,15.606,0.00027074245488636835,61.654,,"LINESTRING (12.815082479900903 50.85868947954853, 12.045507458183804 50.78094886931945)",23117075,156673637,11TD8L573------U,50HERTZ,Röhrsdorf,Weida,400,2504.0,,,,,,,,,1001.6,False
107,Remptendorf - Röhrsdorf 574,4.2693,25.789,0.00045983491670593805,103.396,,"LINESTRING (11.6460436675051 50.53432660015694, 12.815082479900903 50.85868947954853)",128277645,23117075,11TD8L574------M,50HERTZ,Remptendorf,Röhrsdorf,400,2504.0,,,,,,,,,1001.6,False
108,Remptendorf - Weida 575,1.8371,11.097,0.00020740794698999814,45.505,,"LINESTRING (11.6460436675051 50.53432660015694, 12.045507458183804 50.78094886931945)",128277645,156673637,11TD8L575------E,50HERTZ,Remptendorf,Weida,400,2504.0,,,,,,,,,1001.6,False
109,Streumen - Eula 585,2.9546,22.144,0.0003566964298885851,84.359,,"LINESTRING (13.383335268140216 51.35560632374584, 12.517063548402785 51.156251437142096)",157328339,32843531,11TD8L585------5,50HERTZ,Streumen,Eula,400,2520.0,,,,,,,,,1008.0,False
110,Streumen - Eula 586,2.9546,22.144,0.0003566964298885851,84.359,,"LINESTRING (13.383335268140216 51.35560632374584, 12.517063548402785 51.156251437142096)",157328339,32843531,11TD8L586------Y,50HERTZ,Streumen,Eula,400,2520.0,,,,,,,,,1008.0,False
111,Eula - Pulgar 587,0.7639,4.9919,9.085485954181683e-05,20.185,,"LINESTRING (12.517063548402785 51.156251437142096, 12.337422954113428 51.19696836412672)",32843531,442199284,11TD8L587------Q,50HERTZ,Eula,Pulgar,400,2720.0,,,,,,,,,1088.0,False
112,Eula - Pulgar 588,0.7639,4.9919,9.085485954181683e-05,20.185,,"LINESTRING (12.517063548402785 51.156251437142096, 12.337422954113428 51.19696836412672)",32843531,442199284,11TD8L588------I,50HERTZ,Eula,Pulgar,400,2720.0,,,,,,,,,1088.0,False
113,Pulgar - Vieselbach 589,3.2561,27.307,0.00044107960856400695,104.4,,"LINESTRING (12.337422954113428 51.19696836412672, 11.123246229477049 50.99837544912323)",442199284,143882655,11TD8L589------A,50HERTZ,Pulgar,Vieselbach,400,2520.0,,,,,,,,,1008.0,False
114,Pulgar - Vieselbach 590,3.2561,27.307,0.00044107960856400695,104.4,,"LINESTRING (12.337422954113428 51.19696836412672, 11.123246229477049 50.99837544912323)",442199284,143882655,11TD8L590-----0Y,50HERTZ,Pulgar,Vieselbach,400,2520.0,,,,,,,,,1008.0,False
115,Dresden/Süd - Röhrsdorf 591,2.2251,22.06,0.0003806039499824034,85.368,,"LINESTRING (13.842318804824476 50.989494850485386, 12.815082479900903 50.85868947954853)",942771541,23117075,11TD8L591------S,50HERTZ,Dresden/Süd,Röhrsdorf,400,2520.0,,,,,,,,,1008.0,False
116,Dresden/Süd - Freiberg/Nord 592,1.1724,12.37,0.00021296856598685207,47.765,,"LINESTRING (13.842318804824476 50.989494850485386, 13.25554512389554 50.93018648933241)",942771541,109917397,11TD8L592------K,50HERTZ,Dresden/Süd,Freiberg/Nord,400,2520.0,,,,,,,,,1008.0,False
