,x,y,CORE-TSO_country,CORE-TSO_tso,OSM_id,OSM_type,OSM_name,OSM_country,OSM_voltage,OSM_operator,OSM_alt_name,Comments
Laichingen,9.704218918217512,48.46497566102829,DE,TRANSNETBW,26404600.0,Polygon,Umspannwerk Laichingen,DE,380000;110000,Netze BW GmbH,,
GKM,8.501808581399171,49.44491154692294,DE,TRANSNETBW,163093653.0,Polygon,GKMB,DE,220000;110000,,,
Heilbronn,9.207107303015926,49.177705532165184,DE,TRANSNETBW,1104947187.0,Polygon,Heilbronn,DE,380000,TransnetBW GmbH,,
Grossgartach ,9.151574900762482,49.14362211775794,DE,TRANSNETBW,25557397.0,Polygon,Umspannwerk Großgartach,DE,380000;220000;110000,TransnetBW GmbH,,
Kuppenheim,8.2487700267456,48.84633443030696,DE,TRANSNETBW,32151621.0,Polygon,220-kV-Umspannwerk Kuppenheim,DE,220000;110000,,,
Beuren,8.861525797588891,47.80643535473478,DE,TRANSNETBW,102743264.0,Polygon,Beuren,DE,220000;110000,,,
Weier,7.910729352238207,48.50128834523928,DE,TRANSNETBW,146962222.0,Polygon,Umspannwerk Weier,DE,220000;110000,EnBW,,
Weinheim,8.626971452074303,49.54360111670489,DE,TRANSNETBW,160929097.0,Polygon,Umspannwerk Weinheim,DE,220000;110000,,,
Niederstotzingen,10.23168559669667,48.52985210302251,DE,TRANSNETBW,31105067.0,Polygon,Umspannwerk Niederstotzingen,DE,380000;110000,EnBW,,
Eichstetten,7.751862552442818,48.09640574883001,DE,TRANSNETBW,87653464.0,Polygon,220-kV-Umspannwerk Eichstetten,DE,220000;110000,EnBW,,Multiple matches
KarlsruheWest,8.349126149166961,49.01305215600317,DE,TRANSNETBW,32731290.0,Polygon,Karlsruhe-West,DE,220000;110000,Stadtwerke Karlsruhe GmbH,,
Kupferzell,9.694651058409669,49.23258454753505,DE,TRANSNETBW,143854536.0,Polygon,Umspannwerk Kupferzell,DE,380000;110000,TransnetBW GmbH,,
Metzingen,9.274313810112314,48.54986298266471,DE,TRANSNETBW,30734324.0,Polygon,Umspannwerk Metzingen,DE,380000;110000,Netze BW GmbH;TransnetBW GmbH,,
Y-Engstlatt,8.5305556,47.9148482,DE,TRANSNETBW,990853393.0,Point,,DE,380000,,,Y-junction at 55.4 km from the station
Bruchsal/Kaendelweg,8.562143633802572,49.13293039733971,DE,TRANSNETBW,254326606.0,Polygon,Umspannwerk Bruchsal-Kändelweg,DE,380000;110000,Netze BW GmbH;TransnetBW GmbH,,
Grossgartach  2,9.151574900762482,49.14362211775794,DE,TRANSNETBW,25557397.0,Polygon,Umspannwerk Großgartach,DE,380000;220000;110000,TransnetBW GmbH,,
Y-Gurtweil,8.251925544047333,47.6397698265315,DE,TRANSNETBW,31367937.0,Polygon,Umspannwerk Gurtweil,DE,220000;110000,TransnetBW,,
Y-Oberjettingen,8.785153771953258,48.58362174657118,DE,TRANSNETBW,26814283.0,Polygon,Umspannwerk Oberjettingen,DE,380000;110000,Netze BW GmbH;TransnetBW GmbH,,
RDK8,8.306240200000003,49.01258190000016,DE,TRANSNETBW,809941086.0,Polygon,RDK8,DE,380000,EnBW Energie Baden-Württemberg AG,,
Buehl,8.120596018028706,48.70536875161513,DE,TRANSNETBW,39011884.0,Polygon,Umspannwerk Bühl,DE,220000;110000,TransnetBW GmbH,,
Y-Bruchsal,8.605843,49.1616908,DE,TRANSNETBW,497073732.0,Point,,DE,380000,,,Y-junction at 5.2 km from the station
Trossingen,8.616646665739472,48.06597637258645,DE,TRANSNETBW,35954395.0,Polygon,Umspannwerk Trossingen,DE,380000;110000,TransnetBW GmbH,,
Engstlatt,8.872879113129235,48.31008720391452,DE,TRANSNETBW,42736239.0,Polygon,Umspannwerk Engstlatt,DE,380000,Netze BW GmbH;TransnetBW GmbH,,
Oberjettingen,8.785153771953258,48.58362174657118,DE,TRANSNETBW,26814283.0,Polygon,Umspannwerk Oberjettingen,DE,380000;110000,Netze BW GmbH;TransnetBW GmbH,,
Y-Bruchsal/Kaendelweg,8.605843,49.1616908,DE,TRANSNETBW,497073732.0,Point,,DE,380000,,,Y-junction at 5.2 km from the station
Marbach,9.236283991171234,48.92685322608782,DE,TRANSNETBW,97825259.0,Polygon,Umspannwerk Marbach,DE,220000;110000,Netze BW GmbH;TransnetBW GmbH,,
Endersbach,9.377588757620773,48.81260496581379,DE,TRANSNETBW,48428875.0,Polygon,380 kV-Umspannwerk Endersbach (TransnetBW GmbH),DE,380000;110000,Netze BW GmbH;TransnetBW GmbH,,
Y-Hoheneck,9.2182231,48.5324241,DE,TRANSNETBW,346125661.0,Point,,DE,380000,,,Y-junction at 62.7 km from the station
Wiesloch,8.673717359625059,49.29043940679088,DE,TRANSNETBW,46584363.0,Polygon,Umspannwerk Wiesloch,DE,380000;220000;110000,EnBW,,
Obermooweiler,9.801350568855725,47.65279541456103,DE,TRANSNETBW,31131320.0,Polygon,Obermooweiler,DE,380000,Transnet BW,,Duplicated OSM name: 31131320 31131320 
Schwoerstadt,7.843441408811899,47.585814095335,DE,TRANSNETBW,88901626.0,Polygon,Schwörstadt,DE,380000;220000;110000,,,
Wendlingen,9.400581833297988,48.66696738744388,DE,TRANSNETBW,26260052.0,Polygon,Umspannwerk Wendlingen,DE,380000;220000;110000,TransnetBW GmbH,,
Muehlhausen,9.215650199269106,48.85230535528712,DE,TRANSNETBW,22960899.0,Polygon,Umspannwerk Mühlhausen,DE,380000;110000,Netze BW,,
Hueffenhardt,9.09183533263574,49.29461883180315,DE,TRANSNETBW,143903369.0,Polygon,Umspannwerk Hüffenhardt,DE,380000;220000;110000,,,
Y-Daxlanden,8.2487700267,48.8463344303,DE,TRANSNETBW,32151621.0,Polygon,220-kV-Umspannwerk Kuppenheim,DE,220000;110000,,,Y-junction at 19.8 km from the station
Y-Endersbach,9.3025725,48.8831812,DE,TRANSNETBW,258826698.0,Point,,DE,380000,,,Y-junction at 16.7 km from the station
Philippsburg,8.440945833916938,49.25022026769867,DE,TRANSNETBW,48057110.0,Polygon,Philippsburg,DE,380000,Transnet BW GmbH,,
Gurtweil,8.251925544047333,47.6397698265315,DE,TRANSNETBW,31367937.0,Polygon,Umspannwerk Gurtweil,DE,220000;110000,TransnetBW,,
Buenzwangen,9.562823506395985,48.70148986120851,DE,TRANSNETBW,26403575.0,Polygon,Netze BW Umspannwerk Bünzwangen,DE,380000;110000,Netze BW,,
Goldshoefe,10.11739845870111,48.89713778809896,DE,TRANSNETBW,42050342.0,Polygon,Umspannwerk Goldshöfe,DE,380000;220000;110000,Transnet BW GmbH,,
Y-Buehl,8.2487700267,48.8463344303,DE,TRANSNETBW,32151621.0,Polygon,220-kV-Umspannwerk Kuppenheim,DE,220000;110000,,,Y-junction at 21.1 km from the station
Stockach,9.01274454935917,47.84464188876887,DE,TRANSNETBW,31367936.0,Polygon,Stockach 220kV,DE,220000,Transnet BW GmbH,,
MARLENHEIM,7.526452002189226,48.61184902188622,FR,RTE,118086309.0,Polygon,Poste électrique de Marlenheim,FR,400000;225000,RTE,,
FRONCLES,5.148848069848607,48.29449752895689,FR,RTE,120747628.0,Polygon,Poste électrique de Froncles,FR,225000;63000;20000,RTE,,
BONNEAU,0.3938835328312007,46.598490731575886,FR,RTE,115476080.0,Polygon,Bonneau,FR,225000;90000,RTE,,
FLANDRE,2.3768307552640624,48.8896555974268,FR,RTE,64040271.0,Polygon,Poste électrique de Flandre,FR,225000;20000,Enedis,,
TREVAS,4.164836085457499,45.24445179982505,FR,RTE,130659505.0,Polygon,Poste électrique de Trevas,FR,225000;63000,RTE,,
MERLATIERE,-1.3303474162355566,46.77643329258926,FR,RTE,112310487.0,Polygon,Poste de la Mérlatière,FR,225000,RTE,,
CUSSET-POSTE,4.9162760910434615,45.76496614431111,FR,RTE,114254761.0,Polygon,Poste électrique de Cusset,FR,225000;63000;20000,RTE,,
SERRIERES,5.841917292953617,45.88737588709099,FR,RTE,147580994.0,Polygon,Poste électrique de Serrières,FR,225000,RTE,,
COURTRY,2.774036609333008,48.54791757864118,FR,RTE,26813222.0,Polygon,Poste électrique de Courtry,FR,225000;63000;20000,RTE,,
TOLLEVAST,-1.599422142447972,49.594621796305205,FR,RTE,85851255.0,Polygon,Poste électrique de Tollevast,FR,400000,RTE,,
LAVERA,5.023802904553761,43.383320256915454,FR,RTE,114730382.0,Polygon,Poste électrique de Lavéra Martigues,FR,250000;225000,RTE,,
PETITE-ROSSELLE,6.8824098232163005,49.19727966719996,FR,RTE,90854143.0,Polygon,Petite Rosselle,FR,225000,RTE,Poste électrique de Bruch,
GUPIE,0.1416428548656012,44.550541978803125,FR,RTE,190187643.0,Polygon,Poste électrique de la Gupie,FR,225000;63000,RTE,,
HENRI-PAUL,4.503745403580134,46.74703277706734,FR,RTE,318502246.0,Polygon,Poste électrique Henri-Paul,FR,400000;225000;150000;63000;20000,RTE,,
LANNEMEZAN,0.3925980200747876,43.11305765558118,FR,RTE,294002018.0,Polygon,Poste électrique de Lannemezan,FR,225000;150000;63000;20000,RTE,,
SEINE,2.3382797170745646,48.92522381049461,FR,RTE,497510591.0,Polygon,Poste électrique Seine,FR,225000;20000,RTE,,
MIONS,4.9755449516845,45.67434685130105,FR,RTE,24020441.0,Polygon,Poste électrique de Mions,FR,400000;225000;63000,RTE,,
SANILHAC,0.685380970018901,45.14318908924826,FR,RTE,134147651.0,Polygon,Poste électrique de Sanilhac,FR,225000;63000,RTE,,
LEGUEVIN,1.2742251362177992,43.59820847731514,FR,RTE,115437692.0,Polygon,Poste électrique de Leguevin,FR,225000,RTE,,
QUINTES (LES),0.2404904628850176,47.88611363822259,FR,RTE,86131984.0,Polygon,Poste électrique des Quintes,FR,400000;22500,RTE,,
CROIX-DE-METZ,5.916374424488254,48.69208295129438,FR,RTE,120861987.0,Polygon,Poste électrique de Croix-de-Metz,FR,225000;63000;20000,RTE,,
CLEON,1.0401535887081408,49.31651181248297,FR,RTE,147580956.0,Polygon,Poste électrique de Cléon,FR,225000,RTE,,
DRONNIERE (LA),-0.3388882468688109,49.13867509096741,FR,RTE,110542740.0,Polygon,Poste électrique de la Dronnière,FR,225000,RTE,,
MONTPELLIER,3.849415671424382,43.58054192735387,FR,RTE,26272450.0,Polygon,Poste électrique de Saint-Jean-de-Védas,FR,225000;63000,RTE,Montpellier,
SAVIGNAC,3.0337527657512684,45.10246990229301,FR,RTE,135873560.0,Polygon,Poste électrique de Savignac,FR,225000;63000,RTE,,
GAVRELLE,2.885346645898012,50.33726372400015,FR,RTE,117893799.0,Polygon,Poste électrique de Gavrelle,FR,400000;225000;90000,RTE,,
PLAINE HAUTE,-2.877914311780164,48.4299170843653,FR,RTE,86023818.0,Polygon,Poste électrique de Plaine-Haute,FR,400000;225000,RTE,,
COURRIERES,2.930558810812598,50.4501285346731,FR,RTE,147580959.0,Polygon,Poste électrique de Courrières,FR,225000,RTE,,
FAUX FRENAIS,3.9754852393317264,48.64976151552625,FR,RTE,890834366.0,Polygon,Poste électrique de Faux-Fresnay,FR,400000,RTE,,
GROS-CAILLOU,3.3386772085351035,50.31717250175043,FR,RTE,82976238.0,Polygon,Poste électrique de Gros-Caillou,FR,225000,RTE,,
STENAY,5.200232289845541,49.509711734419554,FR,RTE,147398278.0,Polygon,Poste électrique de Stenay,FR,225000,RTE,,
BATZENDORF,7.724372417796992,48.799295354463474,FR,RTE,146402374.0,Polygon,Poste électrique de Batzendorf,FR,225000,RTE,,
CISSAC,-0.8434906406839138,45.218206316773454,FR,RTE,188915706.0,Polygon,Poste électrique de Cissac,FR,225000,RTE,,
ST-CESAIRE,4.336207268622566,43.81210914176855,FR,RTE,171051788.0,Polygon,Saint Césaire,FR,225000,RTE,,
VOGELGRUN,7.572465348870172,48.01884216825073,FR,RTE,81638061.0,Polygon,Poste électrique de Vogelgrun,FR,225000,RTE,,
PEYRAT-LE-CHATEAU,1.803454117421444,45.801855981050586,FR,RTE,138108387.0,Polygon,Poste de Peyrat-le-Château,FR,225000,RTE,,
FOSSES (LES),3.110815105280912,48.789934608802135,FR,RTE,137365310.0,Polygon,Poste électrique des Fosses,FR,225000;63000,RTE,,
VERTEFEUILLE,3.037149579234909,50.67644363505199,FR,RTE,131317126.0,Polygon,Poste électrique de Vertefeuille,FR,225000,RTE,,
PRAZ-ST-ANDRE,6.583583496070193,45.20533397391433,FR,RTE,147132690.0,Polygon,Poste électrique de La Praz Saint-André,FR,400000,RTE,,
SAUSSET,2.5755995914230967,48.976138545298085,FR,RTE,188144496.0,Polygon,Poste électrique de Sausset,FR,400000;225000,RTE,,
VOID,5.61381178970765,48.70910854557546,FR,RTE,147398280.0,Polygon,Poste électrique de Void,FR,225000,RTE,,
SOISSONS-NOTRE-DAME,3.320071219858609,49.35596416092259,FR,RTE,83118679.0,Polygon,Poste électrique de Soissons-Notre-Dame,FR,225000,RTE,,
VIELMOULIN,4.687244564902656,47.326143973596885,FR,RTE,179260933.0,Polygon,Poste électrique de Vielmoulin,FR,400000;225000;63000;20000,RTE,,
PIQUAGE A DUVIGNEAU,2.1579967,51.0133333,FR,RTE,1240853907.0,Point,,FR,225000,,,Y-junction at 0.29 km from the station
SAUVETERRE-DE-GUYENNE,-0.0868719250040295,44.71393229881912,FR,RTE,777545899.0,Polygon,Sauveterre de Guyenne,FR,225000,Terega,,
TRINITE-VICTOR,7.31897431122526,43.7471745555379,FR,RTE,265745327.0,Polygon,Poste électrique de Trinité Victor,FR,225000;63000;20000,RTE,,
SUPER-BISSORTE,6.576878034699406,45.20172059336499,FR,RTE,688244185.0,Polygon,Super Bissorte,FR,400000,EDF,,
MANDARINS,1.7843974624570051,50.903313258925145,FR,RTE,85196424.0,Polygon,Poste électrique des Mandarins,FR,400000;225000;90000,RTE,,
 T.SUP / PRION - TAVEL,5.766457767251668,43.70168527649226,FR,RTE,147056883.0,Polygon,Poste électrique de Tore Supra,FR,400000,RTE,,
CHAMBRY,2.907250606292871,48.98407286105671,FR,RTE,82715808.0,Polygon,Poste électrique de Chambry,FR,400000;63000,RTE,,
BEAUMONT-MONTEUX,4.9279697619892,45.01921084476488,FR,RTE,84603564.0,Polygon,Poste électrique de Beaumont Monteux,FR,400000;225000;63000,RTE,,
COMPIEGNE,2.8409705175592808,49.43495128676207,FR,RTE,118216358.0,Polygon,Poste électrique de Compiègne,FR,225000;63000,RTE,,
VITTEL,5.950897916104532,48.18998915596688,FR,RTE,120945065.0,Polygon,Poste électrique de Vittel,FR,225000;63000;20000,RTE,,
VIRADEL,4.177372105845773,44.13783019084949,FR,RTE,121101846.0,Polygon,Poste électrique de Viradel,FR,225000;63000,RTE,,
VARENNES (-SUR-FOUZON),1.5967756894832976,47.191767840167046,FR,RTE,138973246.0,Polygon,Poste électrique de Varennes-Sur-Fouzon,FR,225000;90000,RTE,,
BROC-CARROS (LE),7.191599545888107,43.80309836528222,FR,RTE,90842395.0,Polygon,Poste électrique de Le Broc-Carros,FR,400000;225000,RTE,,
HOURAT (LE),-0.4291161612686218,42.98433169073965,FR,RTE,147581012.0,Polygon,Le Hourat,FR,225000,RTE,,
VILLECHETIVE,3.4791721918917893,48.09775596894554,FR,RTE,98390525.0,Polygon,Poste électrique de Villechétive,FR,400000;25000,RTE,,
PIQUAGE A LA PRAZ-ST-ANDRE,6.583583496070193,45.20533397391433,FR,RTE,147132690.0,Polygon,Poste électrique de La Praz Saint-André,FR,400000,RTE,,
MARQUIS (LE),-0.5512377637498569,45.01043482790016,FR,RTE,105840884.0,Polygon,Poste électrique du Marquis,FR,400000;225000;63000,RTE,,
TOLBIAC,2.3553233607909743,48.82660614725947,FR,RTE,231157312.0,Polygon,Poste électrique de Tolbiac,FR,225000;20000,Enedis,,
PLEYBER-CHRIST,-3.871901727025839,48.52641023998231,FR,RTE,147394013.0,Polygon,Poste électrique de Pleyber-Christ,FR,225000;63000,RTE,,
SANDOUVILLE,0.2954147464295613,49.47558387296401,FR,RTE,34349978.0,Polygon,Poste électrique de Sandouville,FR,225000;90000,RTE,,
PORT-JEROME,0.5512093847308192,49.48226009037452,FR,RTE,247427865.0,Polygon,Poste électrique de Port-Jérôme,FR,225000,RTE,,
MALGOVERT,6.791300772857408,45.61965627694957,FR,RTE,273536873.0,Polygon,Poste électrique de Malgovert,FR,225000;63000,RTE,,
VERGER,1.5979801750130382,47.71189595716534,FR,RTE,86260099.0,Polygon,Poste électrique du Verger,FR,400000,RTE,,
BUTTES-CHAUMONT,2.376256207172935,48.875564615183336,FR,RTE,63213632.0,Polygon,Poste électrique des Buttes-Chaumont,FR,225000;20000,Enedis,,
PLAISANCE,2.5188670201407555,48.86538235980712,FR,RTE,299860588.0,Polygon,Poste électrique de Plaisance,FR,225000,RTE,,
VOLVIC,3.065712330501148,45.88953430629293,FR,RTE,137191333.0,Polygon,Poste électrique de Volvic,FR,225000;63000;20000,RTE,,
BUIRE,4.049265824744523,49.91587333435246,FR,RTE,145289725.0,Polygon,Poste électrique de Buire,FR,225000,RTE,,
BOUTRE,5.83230924946302,43.69090243594689,FR,RTE,100087916.0,Polygon,Poste électrique de Boutre,FR,400000;225000,RTE,,
GIVORS-BANS,4.782332969298646,45.57566719280125,FR,RTE,118133062.0,Polygon,Poste électrique de Givors Bans,FR,225000;63000;20000,RTE,,
MEZEROLLES,1.741466529809091,48.93301538081492,FR,RTE,89034196.0,Polygon,Poste électrique de Mézerolles,FR,400000;225000,RTE,,
MARTYRE (LA),-4.193367303658039,48.44395782659024,FR,RTE,146695955.0,Polygon,Poste électrique de La Martyre,FR,400000;225000,RTE,,
EGUZON,1.620889662804567,46.45818701298623,FR,RTE,105783300.0,Polygon,Poste Électrique d'Éguzon,FR,400000,RTE,,Multiple matches
CANTEGRIT,-0.8874731635478703,44.01307996889373,FR,RTE,111458307.0,Polygon,Poste électrique de Cantegrit,FR,400000;225000;63000,RTE,,
PONT-SEPT,0.1803828398352792,49.49523789300405,FR,RTE,34398164.0,Polygon,Poste électrique du Pont-Sept,FR,225000;90000;20000,RTE,,
GRAND-COURONNE,0.993190525125046,49.350505862241896,FR,RTE,119048154.0,Polygon,Poste électrique de Grand-Couronne,FR,225000,RTE,,
COSSIGNY,2.678858625842236,48.72873808858367,FR,RTE,101086962.0,Polygon,Poste électrique de Cossigny,FR,225000;63000,RTE,,
MOHON,4.73686751471294,49.752781813943066,FR,RTE,129628306.0,Polygon,Poste électrique de Mohon,FR,63000;225000,RTE,,
VESLE,4.240553176727981,49.20151866320356,FR,RTE,82805188.0,Polygon,Poste électrique de Vesle,FR,400000;225000,RTE,,
GAUGLIN,2.870334006906204,47.50657563574972,FR,RTE,41829825.0,Polygon,Poste électrique de Gauglin,FR,400000,RTE,,
LIMEUX,1.8284427499373328,50.01096244619189,FR,RTE,580568888.0,Polygon,Poste électrique de Limeux,FR,400000;225000,RTE,,
ARENC,5.366428652928107,43.3219616628113,FR,RTE,549010403.0,Polygon,ARENC,FR,225000,RTE,,
VAUPALIERE (LA),1.0100612505540805,49.48313439694984,FR,RTE,85827398.0,Polygon,Poste électrique de La Vaupalière,FR,400000;225000;90000;20000,RTE,,
DISTRE,-0.1143216931660412,47.207930982553314,FR,RTE,99722046.0,Polygon,Poste électrique de Distré,FR,400000;22500;90000,RTE,,
VENISSIEUX,4.906080987140903,45.716396774150745,FR,RTE,125721667.0,Polygon,Poste électrique de Vénissieux,FR,225000,RTE,,
CHATEAU-GOMBERT,5.431688226984515,43.337700320067725,FR,RTE,530490670.0,Polygon,Poste source de Chateau-Gombert,FR,225000,Enedis,,
PIQUAGE A SAINT GERONS,2.2126332,44.9443344,FR,RTE,1356938112.0,Point,,FR,225000,,,Y-junction at 34.39 km from the station
BISSY,5.900736782330928,45.59025633230847,FR,RTE,56585982.0,Polygon,Poste électrique de Bissy,FR,225000;63000,RTE,,
BAIXAS,2.8042473138498654,42.73229026891503,FR,RTE,82837097.0,Polygon,Poste électrique de Baixas,FR,400000;225000;63000,RTE,,
SANSSAC (L'EGLISE),3.800328765086929,45.045110306095616,FR,RTE,125495792.0,Polygon,Poste électrique de Sanssac l'église,FR,225000,RTE,,
VOUGLANS,5.654585932782088,46.39345430435083,FR,RTE,95209542.0,Polygon,Poste électrique de Vouglans,FR,225000,RTE,,
VILLEMANDEUR,2.716299702811852,47.99402813872725,FR,RTE,147394018.0,Polygon,Poste électrique de Villemandeur,FR,225000;90000;20000,RTE,,
BEAUTOR (POSTE),3.3267038550789256,49.65394243421605,FR,RTE,146534501.0,Polygon,Poste électrique de Beautor,FR,225000,RTE,,
TABARDERIE,2.5350759373560265,47.74701382830569,FR,RTE,86342772.0,Polygon,Poste électrique de Tabarderie,FR,400000;225000,RTE,,
PIVOZ-CORDIER,4.761172826950246,45.4093380901188,FR,RTE,84485792.0,Polygon,Poste électrique Pivoz-Courdier,FR,400000,RTE,,
PRIMEVERES,2.513721315563477,48.943972528564416,FR,RTE,158232795.0,Polygon,Poste électrique Primevères,FR,225000;20000,RTE,,
GOURJADE,2.252983955880884,43.62310871433727,FR,RTE,88689866.0,Polygon,Poste électrique de Gourjade,FR,225000;63000;20000,RTE,,
NEUVES-MAISONS,6.112514483612776,48.61077327094222,FR,RTE,147056882.0,Polygon,Poste électrique de Neuves Maisons,FR,400000,RTE,,
DONZAC,0.8228435543876993,44.1026278677066,FR,RTE,105913465.0,Polygon,Poste électrique de Donzac,FR,400000;225000,RTE,,
ST-CHAMAS,5.071219616761605,43.52762470069243,FR,RTE,147174246.0,Polygon,Poste électrique de Saint-Chamas,FR,250000;225000,RTE,,
AUBE,0.5565826282242904,48.74285801370215,FR,RTE,146360237.0,Polygon,Poste électrique d’Aube,FR,225000;90000,RTE,,
RANVILLE,-0.2817662670102669,49.21639555694499,FR,RTE,108089073.0,Polygon,Poste électrique de Ranville,FR,225000,RTE,,
ARDOISE (L ),4.703382185628214,44.08635273282654,FR,RTE,103921705.0,Polygon,Poste électrique de L'Ardoise,FR,225000;63000,RTE,,
SOULLANS,-1.887167821649732,46.78451998713763,FR,RTE,480525512.0,Polygon,Poste électrique de Soullans,FR,225000,RTE,,
MONTVICQ,2.8210869475543765,46.30583191927753,FR,RTE,75509664.0,Polygon,Poste électrique de Montvicq,FR,225000;63000,RTE,,
PARISET,5.699779959520621,45.180166541487296,FR,RTE,95810878.0,Polygon,Pariset,FR,225000,RTE,,
ROYE,2.8004278498205664,49.69417817802109,FR,RTE,148059535.0,Polygon,Poste électrique de Roye,FR,225000,RTE,,
GATINAIS,2.384860674333359,48.08907307951191,FR,RTE,86297273.0,Polygon,Poste électrique du Gâtinais,FR,400000;90000,RTE,,
BEAULIEU,-1.1204308211663196,46.176329265846746,FR,RTE,38073132.0,Polygon,Poste électrique de Beaulieu,FR,225000;90000;20000,RTE,,
LAUNAY,-1.2603461102393592,48.56372878938411,FR,RTE,85877326.0,Polygon,Poste électrique de Launay,FR,400000;225000;90000,RTE,,
FRASNE,6.163036729368158,46.87190152579085,FR,RTE,159167277.0,Polygon,Poste électrique de Frasne,FR,400000;225000;63000,RTE,,
LATENA,2.938161109773351,49.65763875296653,FR,RTE,85273680.0,Polygon,Poste électrique de Laténa,FR,400000;225000,RTE,,
ROUSSON,3.2784607817763303,48.09467553968944,FR,RTE,130017468.0,Polygon,Poste électrique de Rousson,FR,225000;63000,RTE,,
GRAFFENSTADEN,7.683645221900067,48.53041161944246,FR,RTE,90032133.0,Polygon,Poste électrique de Graffenstaden,FR,225000,RTE,,
CHANCEAUX,0.6946717949331713,47.48205015414608,FR,RTE,27951432.0,Polygon,Poste électrique de Chanceaux,FR,400000,RTE,,
VERTOU,-1.482079415231152,47.18185771126996,FR,RTE,100021432.0,Polygon,Poste électrique de Vertou,FR,225000;90000,RTE,,
VENTHON-POSTE,6.403399583267319,45.6932074235624,FR,RTE,183266838.0,Polygon,Poste électrique de Venthon,FR,42000;225000,RTE,,
CORDEMAIS-POSTE,-1.8704371826262487,47.286145689086325,FR,RTE,112342683.0,Polygon,Poste électrique de Cordemais,FR,400000;225000,RTE,,
TAMAREAU,3.7161638078665895,43.63265775919642,FR,RTE,26376870.0,Polygon,Poste électrique de Tamareau,FR,400000;225000,RTE,,
HERSE(LA),2.7021133001425173,49.36070923687728,FR,RTE,85335661.0,Polygon,Poste électrique de La Herse,FR,400000;25000,SNCF Réseau,,
CHAINGY,1.8033191687367285,47.87560254679453,FR,RTE,34198056.0,Polygon,Poste électrique de Chaingy,FR,400000;225000;90000;20000,RTE,,
REMISE,1.930209965933576,49.28793447180031,FR,RTE,85821243.0,Polygon,Poste électrique de Remise,FR,400000;63000,RTE,,
VENDIN,2.8649392546503423,50.46855322336913,FR,RTE,169393427.0,Polygon,Poste électrique de Vendin,FR,225000;20000,RTE,,
ST-FLORENT,-0.4748073148624446,46.306178476503405,FR,RTE,61238361.0,Polygon,Poste électrique de Saint-Florent,FR,225000;90000;20000,RTE,,
